"node","house","0","131510","131510","und","0","0"
"node","house","0","128665","128665","und","0","0"
"node","house","0","128750","128750","und","0","0"
"node","house","0","132902","132902","und","0","0"
"node","house","0","130290","130290","und","0","0"
"node","house","0","131875","131875","und","0","0"
"node","house","0","134959","134959","und","0","0"
"node","house","0","134968","134968","und","0","0"
"node","house","0","134969","134969","und","0","0"
"node","house","0","134970","134970","und","0","0"
"node","house","0","134972","134972","und","0","0"
"node","house","0","134973","134973","und","0","0"
"node","house","0","134974","134974","und","0","0"
"node","house","0","134975","134975","und","0","0"
"node","house","0","134976","134976","und","0","0"
"node","house","0","136603","136603","und","0","0"
"node","house","0","136668","136668","und","0","0"
"node","house","0","136670","136670","und","0","0"
"node","house","0","136671","136671","und","0","0"
"node","house","0","136672","136672","und","0","0"
"node","house","0","136673","136673","und","0","0"
"node","house","0","134986","134986","und","0","0"
"node","house","0","134987","134987","und","0","0"
"node","house","0","134961","134961","und","0","0"
"node","house","0","134989","134989","und","0","0"
"node","house","0","134990","134990","und","0","0"
"node","house","0","134991","134991","und","0","0"
"node","house","0","134992","134992","und","0","0"
"node","house","0","134993","134993","und","0","0"
"node","house","0","134994","134994","und","0","0"
"node","house","0","134962","134962","und","0","0"
"node","house","0","134963","134963","und","0","0"
"node","house","0","134964","134964","und","0","0"
"node","house","0","134965","134965","und","0","0"
"node","house","0","134966","134966","und","0","0"
"node","house","0","134967","134967","und","0","0"
"node","house","0","134977","134977","und","0","0"
"node","house","0","134960","134960","und","0","0"
"node","house","0","134978","134978","und","0","0"
"node","house","0","134979","134979","und","0","0"
"node","house","0","134982","134982","und","0","0"
"node","house","0","134983","134983","und","0","0"
"node","house","0","136605","136605","und","0","0"
"node","house","0","136676","136676","und","0","0"
"node","house","0","136677","136677","und","0","0"
"node","house","0","136679","136679","und","0","0"
"node","house","0","136680","136680","und","0","0"
"node","house","0","136681","136681","und","0","0"
"node","house","0","136683","136683","und","0","0"
"node","house","0","136624","136624","und","0","0"
"node","house","0","136613","136613","und","0","0"
"node","house","0","136614","136614","und","0","0"
"node","house","0","136615","136615","und","0","0"
"node","house","0","136616","136616","und","0","0"
"node","house","0","136619","136619","und","0","0"
"node","house","0","136665","136665","und","0","0"
"node","house","0","136620","136620","und","0","0"
"node","house","0","136628","136628","und","0","0"
"node","house","0","136629","136629","und","0","0"
"node","house","0","136689","136689","und","0","0"
"node","house","0","136607","136607","und","0","0"
"node","house","0","136630","136630","und","0","0"
"node","house","0","136631","136631","und","0","0"
"node","house","0","136691","136691","und","0","0"
"node","house","0","136684","136684","und","0","0"
"node","house","0","136606","136606","und","0","0"
"node","house","0","136625","136625","und","0","0"
"node","house","0","136685","136685","und","0","0"
"node","house","0","136626","136626","und","0","0"
"node","house","0","136686","136686","und","0","0"
"node","house","0","136627","136627","und","0","0"
"node","house","0","136687","136687","und","0","0"
"node","house","0","134818","134818","und","0","0"
"node","house","0","134819","134819","und","0","0"
"node","house","0","134816","134816","und","0","0"
"node","house","0","134817","134817","und","0","0"
"node","house","0","135789","135789","und","0","0"
"node","house","0","138047","138047","und","0","0"
"node","house","0","138048","138048","und","0","0"
"node","house","0","136604","136604","und","0","0"
"node","house","0","136612","136612","und","0","0"
"node","house","0","136636","136636","und","0","0"
"node","house","0","136696","136696","und","0","0"
"node","house","0","136637","136637","und","0","0"
"node","house","0","136697","136697","und","0","0"
"node","house","0","136638","136638","und","0","0"
"node","house","0","136698","136698","und","0","0"
"node","house","0","136639","136639","und","0","0"
"node","house","0","136640","136640","und","0","0"
"node","house","0","136641","136641","und","0","0"
"node","house","0","136643","136643","und","0","0"
"node","house","0","136645","136645","und","0","0"
"node","house","0","136647","136647","und","0","0"
"node","house","0","136649","136649","und","0","0"
"node","house","0","136610","136610","und","0","0"
"node","house","0","136651","136651","und","0","0"
"node","house","0","136653","136653","und","0","0"
"node","house","0","136632","136632","und","0","0"
"node","house","0","136692","136692","und","0","0"
"node","house","0","136633","136633","und","0","0"
"node","house","0","136693","136693","und","0","0"
"node","house","0","136634","136634","und","0","0"
"node","house","0","136694","136694","und","0","0"
"node","house","0","136608","136608","und","0","0"
"node","house","0","136655","136655","und","0","0"
"node","house","0","136656","136656","und","0","0"
"node","house","0","136658","136658","und","0","0"
"node","house","0","136600","136600","und","0","0"
"node","house","0","136623","136623","und","0","0"
"node","house","0","136661","136661","und","0","0"
"node","house","0","136145","136145","und","0","0"
"node","house","0","138848","138848","und","0","0"
"node","house","0","138857","138857","und","0","0"
"node","house","0","138858","138858","und","0","0"
"node","house","0","134559","134559","und","0","0"
"node","house","0","138849","138849","und","0","0"
"node","house","0","134534","134534","und","0","0"
"node","house","0","134616","134616","und","0","0"
"node","house","0","134619","134619","und","0","0"
"node","house","0","138850","138850","und","0","0"
"node","house","0","134620","134620","und","0","0"
"node","house","0","138851","138851","und","0","0"
"node","house","0","138852","138852","und","0","0"
"node","house","0","134618","134618","und","0","0"
"node","house","0","138853","138853","und","0","0"
"node","house","0","134531","134531","und","0","0"
"node","house","0","134623","134623","und","0","0"
"node","house","0","134627","134627","und","0","0"
"node","house","0","134636","134636","und","0","0"
"node","house","0","134637","134637","und","0","0"
"node","house","0","134638","134638","und","0","0"
"node","house","0","134640","134640","und","0","0"
"node","house","0","134642","134642","und","0","0"
"node","house","0","134650","134650","und","0","0"
"node","house","0","134645","134645","und","0","0"
"node","house","0","134649","134649","und","0","0"
"node","house","0","134549","134549","und","0","0"
"node","house","0","138854","138854","und","0","0"
"node","house","0","138855","138855","und","0","0"
"node","house","0","138856","138856","und","0","0"
"node","house","0","134541","134541","und","0","0"
"node","house","0","134633","134633","und","0","0"
"node","house","0","134634","134634","und","0","0"
"node","house","0","134635","134635","und","0","0"
"node","house","0","134625","134625","und","0","0"
"node","house","0","134629","134629","und","0","0"
"node","house","0","134660","134660","und","0","0"
"node","house","0","134661","134661","und","0","0"
"node","house","0","134653","134653","und","0","0"
"node","house","0","134658","134658","und","0","0"
"node","house","0","134659","134659","und","0","0"
"node","house","0","134686","134686","und","0","0"
"node","house","0","134689","134689","und","0","0"
"node","house","0","134688","134688","und","0","0"
"node","house","0","134691","134691","und","0","0"
"node","house","0","134908","134908","und","0","0"
"node","house","0","135108","135108","und","0","0"
"node","house","0","135110","135110","und","0","0"
"node","house","0","135112","135112","und","0","0"
"node","house","0","135155","135155","und","0","0"
"node","house","0","135409","135409","und","0","0"
"node","house","0","135410","135410","und","0","0"
"node","house","0","135414","135414","und","0","0"
"node","house","0","135193","135193","und","0","0"
"node","house","0","135548","135548","und","0","0"
"node","house","0","135549","135549","und","0","0"
"node","house","0","135560","135560","und","0","0"
"node","house","0","135562","135562","und","0","0"
"node","house","0","135564","135564","und","0","0"
"node","house","0","135570","135570","und","0","0"
"node","house","0","135203","135203","und","0","0"
"node","house","0","135444","135444","und","0","0"
"node","house","0","135446","135446","und","0","0"
"node","house","0","135448","135448","und","0","0"
"node","house","0","135450","135450","und","0","0"
"node","house","0","135452","135452","und","0","0"
"node","house","0","135535","135535","und","0","0"
"node","house","0","135587","135587","und","0","0"
"node","house","0","135579","135579","und","0","0"
"node","house","0","135580","135580","und","0","0"
"node","house","0","135581","135581","und","0","0"
"node","house","0","135582","135582","und","0","0"
"node","house","0","135583","135583","und","0","0"
"node","house","0","135584","135584","und","0","0"
"node","house","0","135585","135585","und","0","0"
"node","house","0","135586","135586","und","0","0"
"node","house","0","135656","135656","und","0","0"
"node","house","0","135663","135663","und","0","0"
"node","house","0","135737","135737","und","0","0"
"node","house","0","135738","135738","und","0","0"
"node","house","0","135739","135739","und","0","0"
"node","house","0","135740","135740","und","0","0"
"node","house","0","135742","135742","und","0","0"
"node","house","0","135807","135807","und","0","0"
"node","house","0","135795","135795","und","0","0"
"node","house","0","135797","135797","und","0","0"
"node","house","0","135653","135653","und","0","0"
"node","house","0","135654","135654","und","0","0"
"node","house","0","135655","135655","und","0","0"
"node","house","0","135744","135744","und","0","0"
"node","house","0","135749","135749","und","0","0"
"node","house","0","135751","135751","und","0","0"
"node","house","0","135753","135753","und","0","0"
"node","house","0","136105","136105","und","0","0"
"node","house","0","136090","136090","und","0","0"
"node","house","0","136166","136166","und","0","0"
"node","house","0","136167","136167","und","0","0"
"node","house","0","136465","136465","und","0","0"
"node","house","0","136467","136467","und","0","0"
"node","house","0","136469","136469","und","0","0"
"node","house","0","136564","136564","und","0","0"
"node","house","0","136566","136566","und","0","0"
"node","house","0","136570","136570","und","0","0"
"node","house","0","136572","136572","und","0","0"
"node","house","0","135793","135793","und","0","0"
"node","house","0","135800","135800","und","0","0"
"node","house","0","136057","136057","und","0","0"
"node","house","0","136168","136168","und","0","0"
"node","house","0","136203","136203","und","0","0"
"node","house","0","136169","136169","und","0","0"
"node","house","0","136205","136205","und","0","0"
"node","house","0","136171","136171","und","0","0"
"node","house","0","136173","136173","und","0","0"
"node","house","0","136580","136580","und","0","0"
"node","house","0","136929","136929","und","0","1"
"node","house","0","136939","136939","und","0","0"
"node","house","0","136940","136940","und","0","0"
